bufferSize downloadTime fileSize
32768 14916 3247297
32768 14028 3247297
32768 13416 3247297
65536 83479 3247297
65536 16717 3247297
65536 856017 3247297
65536 177734 3247297
65536 10793 3247297
65536 9708 3247297
65536 8634 3247297
65536 7344 3247297
65536 8001 3247297
65536 8256 3247297
65536 8617 3247297
65536 16561 3247297
65536 12986 3247297
65536 12500 3247297
65536 13349 3247297
65536 13289 3247297
65536 12105 3247297
65536 12767 3247297
65536 10407 3247297
65536 11670 3247297
131072 12787 3247297
131072 9652 3247297
131072 8260 3247297
131072 13254 3247297
131072 11898 3247297
131072 10907 3247297
131072 10978 3247297
131072 10410 3247297
131072 10180 3247297
131072 11263 3247297
131072 89165 3247297
131072 15041 3247297
131072 13273 3247297
131072 15029 3247297
131072 13505 3247297
131072 15160 3247297
131072 13452 3247297
131072 13513 3247297
131072 15020 3247297
131072 13813 3247297
262144 14222 3247297
262144 17611 3247297
262144 10257 3247297
262144 10672 3247297
262144 9318 3247297
262144 9401 3247297
262144 9530 3247297
262144 8749 3247297
262144 13932 3247297
262144 15165 3247297
262144 13547 3247297
262144 13606 3247297
262144 12058 3247297
262144 9179 3247297
262144 9973 3247297
262144 8458 3247297
262144 9352 3247297
262144 8661 3247297
262144 8511 3247297
262144 13639 3247297
524288 105254 3247297
524288 8663 3247297
524288 167178 3247297
524288 16584 3247297
524288 780701 3247297
524288 147090 3247297
524288 13161 3247297
524288 13511 3247297
524288 14234 3247297
524288 13226 3247297
524288 12850 3247297
524288 15219 3247297
524288 13192 3247297
524288 10307 3247297
524288 10157 3247297
524288 10481 3247297
524288 10733 3247297
524288 9716 3247297
524288 10766 3247297
524288 10468 3247297
1048576 12142 3247297
1048576 10075 3247297
1048576 11361 3247297
1048576 11625 3247297
1048576 10467 3247297
1048576 10232 3247297
1048576 10131 3247297
1048576 10062 3247297
1048576 9895 3247297
1048576 10777 3247297
1048576 10175 3247297
1048576 10270 3247297
1048576 15473 3247297
1048576 14031 3247297
1048576 15058 3247297
1048576 14488 3247297
1048576 11378 3247297
1048576 9052 3247297
1048576 9230 3247297
1048576 9452 3247297
2097152 12445 3247297
2097152 9554 3247297
2097152 10507 3247297
2097152 9234 3247297
2097152 20339 3247297
2097152 14313 3247297
2097152 13738 3247297
2097152 10513 3247297
2097152 9673 3247297
2097152 10170 3247297
2097152 102818 3247297
2097152 17255 3247297
2097152 13426 3247297
2097152 139480 3247297
2097152 11639 3247297
2097152 9274 3247297
2097152 9282 3247297
2097152 9115 3247297
2097152 9111 3247297
2097152 8903 3247297
4194304 10056 3247297
4194304 9149 3247297
4194304 172586 3247297
4194304 15725 3247297
4194304 15680 3247297
4194304 15626 3247297
4194304 15642 3247297
4194304 88892 3247297
4194304 14325 3247297
4194304 822415 3247297
4194304 126241 3247297
4194304 131976 3247297
4194304 142717 3247297
4194304 68149 3247297
4194304 58353 3247297
4194304 175628 3247297
4194304 157094 3247297
4194304 15510 3247297
4194304 13301 3247297
4194304 15485 3247297
8388608 12289 3247297
8388608 21746 3247297
8388608 14282 3247297
8388608 15455 3247297
8388608 11442 3247297
8388608 15242 3247297
8388608 14770 3247297
8388608 8706 3247297
8388608 9083 3247297
8388608 13796 3247297
8388608 11446 3247297
8388608 14128 3247297
8388608 13579 3247297
8388608 8438 3247297
8388608 8580 3247297
8388608 9425 3247297
8388608 13862 3247297
8388608 13301 3247297
8388608 12926 3247297
8388608 9997 3247297
16777216 12123 3247297
16777216 10280 3247297
16777216 10238 3247297
16777216 8732 3247297
16777216 8782 3247297
16777216 8759 3247297
16777216 9287 3247297
16777216 13427 3247297
16777216 8840 3247297
16777216 9061 3247297
16777216 8340 3247297
16777216 9240 3247297
16777216 8302 3247297
16777216 12516 3247297
16777216 8830 3247297
16777216 8139 3247297
16777216 71386 3247297
16777216 15834 3247297
16777216 14756 3247297
16777216 7988 3247297
33554432 8870 3247297
33554432 10161 3247297
33554432 15915 3247297
33554432 10048 3247297
33554432 8085 3247297
33554432 9853 3247297
33554432 8610 3247297
33554432 67198 3247297
33554432 15323 3247297
33554432 15501 3247297
33554432 15222 3247297
33554432 11404 3247297
33554432 12787 3247297
33554432 82095 3247297
33554432 15954 3247297
33554432 15748 3247297
33554432 15342 3247297
33554432 8602 3247297
33554432 14124 3247297
33554432 81965 3247297
67108864 18944 3247297
67108864 18126 3247297
67108864 10328 3247297
67108864 8413 3247297
67108864 8916 3247297
67108864 258558 3247297
67108864 14681 3247297
67108864 12664 3247297
67108864 13460 3247297
67108864 15996 3247297
67108864 11027 3247297
67108864 11752 3247297
67108864 9833 3247297
67108864 9473 3247297
67108864 10667 3247297
67108864 9127 3247297
67108864 16176 3247297
67108864 17205 3247297
67108864 9231 3247297
67108864 9932 3247297
134217728 9053 3247297
134217728 8645 3247297
134217728 7213 3247297
134217728 112554 3247297
134217728 16396 3247297
134217728 16011 3247297
134217728 11467 3247297
134217728 8510 3247297
134217728 8195 3247297
134217728 93613 3247297
134217728 15629 3247297
134217728 13509 3247297
134217728 12911 3247297
134217728 9992 3247297
134217728 10208 3247297
134217728 92528 3247297
134217728 12916 3247297
134217728 226098 3247297
134217728 16303 3247297
134217728 15830 3247297
