bufferSize downloadTime fileSize
32768 1066182 3247297
32768 1091953 3247297
65536 835318 3247297
65536 910908 3247297
65536 1051902 3247297
65536 862993 3247297
65536 823377 3247297
65536 872270 3247297
65536 841332 3247297
65536 859430 3247297
65536 1296931 3247297
65536 871585 3247297
65536 836754 3247297
65536 1071272 3247297
65536 1024925 3247297
65536 827507 3247297
65536 852167 3247297
65536 890446 3247297
65536 1086266 3247297
65536 849373 3247297
65536 1566807 3247297
65536 1086932 3247297
131072 850687 3247297
131072 652565 3247297
131072 651215 3247297
131072 849717 3247297
131072 624653 3247297
131072 620734 3247297
131072 624606 3247297
131072 911405 3247297
131072 847117 3247297
131072 617871 3247297
131072 655041 3247297
131072 641305 3247297
131072 670611 3247297
131072 861582 3247297
131072 612398 3247297
131072 645885 3247297
131072 679834 3247297
131072 643950 3247297
131072 640986 3247297
131072 623929 3247297
262144 449400 3247297
262144 420251 3247297
262144 632537 3247297
262144 634707 3247297
262144 663342 3247297
262144 668234 3247297
262144 667035 3247297
262144 616210 3247297
262144 634484 3247297
262144 675503 3247297
262144 413128 3247297
262144 419445 3247297
262144 456039 3247297
262144 655622 3247297
262144 446258 3247297
262144 634466 3247297
262144 418299 3247297
262144 416413 3247297
262144 672602 3247297
262144 647198 3247297
524288 440274 3247297
524288 424775 3247297
524288 419009 3247297
524288 409041 3247297
524288 640672 3247297
524288 452382 3247297
524288 435622 3247297
524288 446509 3247297
524288 421278 3247297
524288 403171 3247297
524288 440866 3247297
524288 420306 3247297
524288 425169 3247297
524288 434201 3247297
524288 448319 3247297
524288 678581 3247297
524288 399618 3247297
524288 455696 3247297
524288 428925 3247297
524288 412210 3247297
1048576 435900 3247297
1048576 410251 3247297
1048576 436970 3247297
1048576 465811 3247297
1048576 465600 3247297
1048576 207309 3247297
1048576 411932 3247297
1048576 650781 3247297
1048576 240310 3247297
1048576 407950 3247297
1048576 205774 3247297
1048576 406662 3247297
1048576 214180 3247297
1048576 428928 3247297
1048576 408345 3247297
1048576 213738 3247297
1048576 435266 3247297
1048576 403180 3247297
1048576 417072 3247297
1048576 435632 3247297
2097152 218978 3247297
2097152 214422 3247297
2097152 211410 3247297
2097152 219101 3247297
2097152 215497 3247297
2097152 428935 3247297
2097152 223105 3247297
2097152 210683 3247297
2097152 211641 3247297
2097152 237275 3247297
2097152 212013 3247297
2097152 234519 3247297
2097152 430741 3247297
2097152 215438 3247297
2097152 249277 3247297
2097152 430165 3247297
2097152 215470 3247297
2097152 221161 3247297
2097152 214507 3247297
2097152 417421 3247297
4194304 215434 3247297
4194304 216701 3247297
4194304 233183 3247297
4194304 274536 3247297
4194304 212574 3247297
4194304 244355 3247297
4194304 218550 3247297
4194304 219415 3247297
4194304 241206 3247297
4194304 215620 3247297
4194304 248699 3247297
4194304 217385 3247297
4194304 238916 3247297
4194304 223582 3247297
4194304 216120 3247297
4194304 218926 3247297
4194304 214483 3247297
4194304 218646 3247297
4194304 216655 3247297
4194304 213590 3247297
8388608 215923 3247297
8388608 217505 3247297
8388608 231729 3247297
8388608 224594 3247297
8388608 214609 3247297
8388608 214219 3247297
8388608 251202 3247297
8388608 291035 3247297
8388608 215015 3247297
8388608 214252 3247297
8388608 217181 3247297
8388608 218919 3247297
8388608 234933 3247297
8388608 242310 3247297
8388608 215952 3247297
8388608 216658 3247297
8388608 215733 3247297
8388608 230500 3247297
8388608 231179 3247297
8388608 215338 3247297
16777216 211948 3247297
16777216 223432 3247297
16777216 213817 3247297
16777216 214600 3247297
16777216 219769 3247297
16777216 238039 3247297
16777216 246900 3247297
16777216 232893 3247297
16777216 225749 3247297
16777216 221761 3247297
16777216 275232 3247297
16777216 217507 3247297
16777216 233922 3247297
16777216 211394 3247297
16777216 216336 3247297
16777216 216377 3247297
16777216 215017 3247297
16777216 217109 3247297
16777216 216016 3247297
16777216 204311 3247297
33554432 213135 3247297
33554432 206417 3247297
33554432 214628 3247297
33554432 215565 3247297
33554432 238223 3247297
33554432 218652 3247297
33554432 214752 3247297
33554432 212029 3247297
33554432 215155 3247297
33554432 216605 3247297
33554432 219514 3247297
33554432 225210 3247297
33554432 244696 3247297
33554432 212621 3247297
33554432 216768 3247297
33554432 250360 3247297
33554432 214019 3247297
33554432 216589 3247297
33554432 217562 3247297
33554432 208769 3247297
67108864 209870 3247297
67108864 256407 3247297
67108864 239799 3247297
67108864 244191 3247297
67108864 215138 3247297
67108864 210198 3247297
67108864 215050 3247297
67108864 250085 3247297
67108864 216242 3247297
67108864 216430 3247297
67108864 231356 3247297
67108864 213491 3247297
67108864 241666 3247297
67108864 213037 3247297
67108864 215397 3247297
67108864 272460 3247297
67108864 213063 3247297
67108864 218803 3247297
67108864 213667 3247297
67108864 217152 3247297
134217728 240072 3247297
134217728 213166 3247297
134217728 221288 3247297
134217728 217337 3247297
134217728 215245 3247297
134217728 214332 3247297
134217728 215439 3247297
134217728 215985 3247297
134217728 216920 3247297
134217728 217936 3247297
134217728 212839 3247297
134217728 221413 3247297
134217728 211709 3247297
134217728 250216 3247297
134217728 237119 3247297
134217728 216367 3247297
134217728 216939 3247297
134217728 212886 3247297
134217728 211860 3247297
134217728 213715 3247297

