bufferSize downloadTime fileSize fileName
8192 3851283 3247297 kitten.png
8192 3827967 3247297 kitten.png
8192 3837238 3247297 kitten.png
8192 3768168 3247297 kitten.png
8192 3786717 3247297 kitten.png
8192 3832850 3247297 kitten.png
8192 3810058 3247297 kitten.png
8192 3819852 3247297 kitten.png
8192 3929915 3247297 kitten.png
8192 4136909 3247297 kitten.png
16384 3811593 3247297 kitten.png
16384 3814021 3247297 kitten.png
16384 3773910 3247297 kitten.png
16384 3851840 3247297 kitten.png
16384 4539362 3247297 kitten.png
16384 3943810 3247297 kitten.png
16384 3904726 3247297 kitten.png
16384 3870650 3247297 kitten.png
16384 3817015 3247297 kitten.png
16384 4131144 3247297 kitten.png
16384 3637295 3247297 kitten.png
16384 3974370 3247297 kitten.png
16384 3889820 3247297 kitten.png
16384 3922102 3247297 kitten.png
16384 3883289 3247297 kitten.png
16384 3839336 3247297 kitten.png
16384 3806047 3247297 kitten.png
16384 4579533 3247297 kitten.png
16384 4050397 3247297 kitten.png
16384 3939213 3247297 kitten.png
32768 4334362 3247297 kitten.png
32768 3701301 3247297 kitten.png
32768 3730260 3247297 kitten.png
32768 3710131 3247297 kitten.png
32768 3760601 3247297 kitten.png
32768 3740127 3247297 kitten.png
32768 3655684 3247297 kitten.png
32768 3705545 3247297 kitten.png
32768 3829286 3247297 kitten.png
32768 3217297 3247297 kitten.png
32768 3258741 3247297 kitten.png
32768 3560269 3247297 kitten.png
32768 3290356 3247297 kitten.png
32768 3226532 3247297 kitten.png
32768 3649489 3247297 kitten.png
32768 4518802 3247297 kitten.png
32768 3189367 3247297 kitten.png
32768 3241740 3247297 kitten.png
32768 3065866 3247297 kitten.png
32768 2992318 3247297 kitten.png
65536 3065364 3247297 kitten.png
65536 3553398 3247297 kitten.png
65536 3657005 3247297 kitten.png
65536 3744578 3247297 kitten.png
65536 3756208 3247297 kitten.png
65536 3745968 3247297 kitten.png
65536 3720297 3247297 kitten.png
65536 4125655 3247297 kitten.png
65536 3708013 3247297 kitten.png
65536 3719439 3247297 kitten.png
65536 3750431 3247297 kitten.png
65536 5639964 3247297 kitten.png
65536 4431934 3247297 kitten.png
65536 4052029 3247297 kitten.png
65536 3938872 3247297 kitten.png
65536 3920019 3247297 kitten.png
65536 3879946 3247297 kitten.png
65536 3958705 3247297 kitten.png
65536 3435047 3247297 kitten.png
65536 3743948 3247297 kitten.png
131072 3550650 3247297 kitten.png
131072 3312830 3247297 kitten.png
131072 3509471 3247297 kitten.png
131072 3991337 3247297 kitten.png
131072 3786049 3247297 kitten.png
131072 3739920 3247297 kitten.png
131072 3707870 3247297 kitten.png
131072 5661775 3247297 kitten.png
131072 4378256 3247297 kitten.png
131072 4105490 3247297 kitten.png
131072 3927886 3247297 kitten.png
131072 4391252 3247297 kitten.png
131072 4186320 3247297 kitten.png
131072 3741982 3247297 kitten.png
131072 3750689 3247297 kitten.png
131072 3702325 3247297 kitten.png
131072 3738833 3247297 kitten.png
131072 4147534 3247297 kitten.png
131072 3735709 3247297 kitten.png
131072 3793893 3247297 kitten.png
262144 4684400 3247297 kitten.png
262144 4376325 3247297 kitten.png
262144 3706380 3247297 kitten.png
262144 3653618 3247297 kitten.png
262144 5061312 3247297 kitten.png
262144 7493105 3247297 kitten.png
262144 5059822 3247297 kitten.png
262144 9709189 3247297 kitten.png
262144 6327764 3247297 kitten.png
262144 4535264 3247297 kitten.png
262144 5471535 3247297 kitten.png
262144 4928508 3247297 kitten.png
262144 4421445 3247297 kitten.png
262144 4133239 3247297 kitten.png
262144 4153108 3247297 kitten.png
262144 7678925 3247297 kitten.png
262144 5737011 3247297 kitten.png
262144 4452325 3247297 kitten.png
262144 5834280 3247297 kitten.png
262144 4724860 3247297 kitten.png
524288 4540337 3247297 kitten.png
524288 5751792 3247297 kitten.png
524288 6219933 3247297 kitten.png
524288 5603379 3247297 kitten.png
524288 5145771 3247297 kitten.png
524288 4312301 3247297 kitten.png
524288 3994019 3247297 kitten.png
524288 3980338 3247297 kitten.png
524288 3950457 3247297 kitten.png
524288 3828683 3247297 kitten.png
524288 3754500 3247297 kitten.png
524288 3833995 3247297 kitten.png
524288 3842300 3247297 kitten.png
524288 3812800 3247297 kitten.png
524288 5648125 3247297 kitten.png
524288 4560070 3247297 kitten.png
524288 4178186 3247297 kitten.png
524288 4512702 3247297 kitten.png
524288 4411921 3247297 kitten.png
524288 3746757 3247297 kitten.png
1048576 3841865 3247297 kitten.png
1048576 5106352 3247297 kitten.png
1048576 3826646 3247297 kitten.png
1048576 4092724 3247297 kitten.png
1048576 3961569 3247297 kitten.png
1048576 4370535 3247297 kitten.png
1048576 3811611 3247297 kitten.png
1048576 4333899 3247297 kitten.png
1048576 3890533 3247297 kitten.png
1048576 3787318 3247297 kitten.png
1048576 3766584 3247297 kitten.png
1048576 3856330 3247297 kitten.png
1048576 3819777 3247297 kitten.png
1048576 3910066 3247297 kitten.png
1048576 3779266 3247297 kitten.png
1048576 3762533 3247297 kitten.png
1048576 3804903 3247297 kitten.png
1048576 4164136 3247297 kitten.png
1048576 3820906 3247297 kitten.png
1048576 3857717 3247297 kitten.png
2097152 3842489 3247297 kitten.png
2097152 7107270 3247297 kitten.png
2097152 4542770 3247297 kitten.png
2097152 4133585 3247297 kitten.png
2097152 3914595 3247297 kitten.png
2097152 3872609 3247297 kitten.png
2097152 3837295 3247297 kitten.png
2097152 3864295 3247297 kitten.png
2097152 3801223 3247297 kitten.png
2097152 3778117 3247297 kitten.png
2097152 3800023 3247297 kitten.png
