bufferSize downloadTime fileSize fileName
16 810966 3247297 kitten.png
16 636090 3247297 kitten.png
16 701702 3247297 kitten.png
16 635543 3247297 kitten.png
16 645801 3247297 kitten.png
16 612137 3247297 kitten.png
16 643711 3247297 kitten.png
16 609873 3247297 kitten.png
16 614153 3247297 kitten.png
16 723976 3247297 kitten.png
16 761458 3247297 kitten.png
16 741913 3247297 kitten.png
16 715400 3247297 kitten.png
16 782402 3247297 kitten.png
16 784430 3247297 kitten.png
16 1707429 3247297 kitten.png
16 659809 3247297 kitten.png
16 659638 3247297 kitten.png
16 612549 3247297 kitten.png
16 600385 3247297 kitten.png
32 974475 3247297 kitten.png
32 878516 3247297 kitten.png
32 605543 3247297 kitten.png
32 602654 3247297 kitten.png
32 614136 3247297 kitten.png
32 715629 3247297 kitten.png
32 615064 3247297 kitten.png
32 658278 3247297 kitten.png
32 596406 3247297 kitten.png
32 753759 3247297 kitten.png
32 791632 3247297 kitten.png
32 798150 3247297 kitten.png
32 906251 3247297 kitten.png
32 807712 3247297 kitten.png
32 734999 3247297 kitten.png
32 1177444 3247297 kitten.png
32 607300 3247297 kitten.png
32 576214 3247297 kitten.png
32 609758 3247297 kitten.png
32 636071 3247297 kitten.png
64 600303 3247297 kitten.png
64 581014 3247297 kitten.png
64 634666 3247297 kitten.png
64 656893 3247297 kitten.png
64 606931 3247297 kitten.png
64 619712 3247297 kitten.png
64 603635 3247297 kitten.png
64 589426 3247297 kitten.png
64 1524219 3247297 kitten.png
64 2175485 3247297 kitten.png
64 766857 3247297 kitten.png
64 684642 3247297 kitten.png
64 763631 3247297 kitten.png
64 688162 3247297 kitten.png
64 612566 3247297 kitten.png
64 576579 3247297 kitten.png
64 606002 3247297 kitten.png
64 587552 3247297 kitten.png
64 615204 3247297 kitten.png
64 584727 3247297 kitten.png
128 638024 3247297 kitten.png
128 600232 3247297 kitten.png
128 617961 3247297 kitten.png
128 1711629 3247297 kitten.png
128 586573 3247297 kitten.png
128 628494 3247297 kitten.png
128 586631 3247297 kitten.png
128 616191 3247297 kitten.png
128 681603 3247297 kitten.png
128 759782 3247297 kitten.png
128 743187 3247297 kitten.png
128 715057 3247297 kitten.png
128 745017 3247297 kitten.png
128 718626 3247297 kitten.png
128 802001 3247297 kitten.png
128 713860 3247297 kitten.png
128 580892 3247297 kitten.png
128 587893 3247297 kitten.png
128 627919 3247297 kitten.png
128 606677 3247297 kitten.png
256 618422 3247297 kitten.png
256 604512 3247297 kitten.png
256 602314 3247297 kitten.png
256 598158 3247297 kitten.png
256 625764 3247297 kitten.png
256 566707 3247297 kitten.png
256 1572768 3247297 kitten.png
256 608378 3247297 kitten.png
256 668780 3247297 kitten.png
256 647473 3247297 kitten.png
256 712479 3247297 kitten.png
256 739587 3247297 kitten.png
256 773945 3247297 kitten.png
256 720576 3247297 kitten.png
256 772286 3247297 kitten.png
256 764265 3247297 kitten.png
256 584190 3247297 kitten.png
256 612052 3247297 kitten.png
256 568049 3247297 kitten.png
256 710986 3247297 kitten.png
512 575874 3247297 kitten.png
512 602176 3247297 kitten.png
512 1203267 3247297 kitten.png
512 585793 3247297 kitten.png
512 1122056 3247297 kitten.png
512 1212946 3247297 kitten.png
512 610873 3247297 kitten.png
512 630055 3247297 kitten.png
512 583273 3247297 kitten.png
512 684224 3247297 kitten.png
512 713838 3247297 kitten.png
512 2866135 3247297 kitten.png
512 1869501 3247297 kitten.png
512 2118866 3247297 kitten.png
512 7474776 3247297 kitten.png
512 1072885 3247297 kitten.png
512 870802 3247297 kitten.png
512 833274 3247297 kitten.png
512 803223 3247297 kitten.png
512 778906 3247297 kitten.png
1024 1704212 3247297 kitten.png
1024 811257 3247297 kitten.png
1024 806270 3247297 kitten.png
1024 829605 3247297 kitten.png
1024 876549 3247297 kitten.png
1024 700488 3247297 kitten.png
1024 549027 3247297 kitten.png
1024 617468 3247297 kitten.png
1024 637469 3247297 kitten.png
1024 742581 3247297 kitten.png
1024 753056 3247297 kitten.png
1024 695694 3247297 kitten.png
1024 731269 3247297 kitten.png
1024 764180 3247297 kitten.png
1024 825225 3247297 kitten.png
1024 660448 3247297 kitten.png
1024 661643 3247297 kitten.png
