bufferSize downloadTime fileSize fileName
16384 89974573 141557760 142MB.bin
16384 87399897 141557760 142MB.bin
16384 69159632 141557760 142MB.bin
16384 84049353 141557760 142MB.bin
16384 106784452 141557760 142MB.bin
16384 148783445 141557760 142MB.bin
16384 150536283 141557760 142MB.bin
16384 112090868 141557760 142MB.bin
16384 120021428 141557760 142MB.bin
16384 86583227 141557760 142MB.bin
32768 132943238 141557760 142MB.bin
32768 76559656 141557760 142MB.bin
32768 76035075 141557760 142MB.bin
32768 104563308 141557760 142MB.bin
32768 79673674 141557760 142MB.bin
32768 69328254 141557760 142MB.bin
32768 72299329 141557760 142MB.bin
32768 66798270 141557760 142MB.bin
32768 90874349 141557760 142MB.bin
32768 88035680 141557760 142MB.bin
